,item
34415,brown bread
34416,margarine
34417,rolls/buns
34418,cat food
34419,dishes
34420,spread cheese
34421,soap
34422,whole milk
34423,whipped/sour cream
34424,yogurt
34425,rolls/buns
34426,newspapers
34427,soda
34428,hard cheese
34429,soda
34430,other vegetables
34431,bottled water
34432,cat food
34433,rolls/buns
34434,candy
34435,oil
34436,canned fish
34437,packaged fruit/vegetables
34438,long life bakery product
34439,fruit/vegetable juice
34440,bottled water
34441,long life bakery product
34442,soda
34443,pasta
34444,female sanitary products
34445,bottled beer
34446,specialty chocolate
34447,dish cleaner
34448,brown bread
34449,chocolate
34450,soda
34451,detergent
34452,coffee
34453,specialty bar
34454,napkins
34455,whipped/sour cream
34456,fruit/vegetable juice
34457,bottled beer
34458,domestic eggs
34459,butter milk
34460,cat food
34461,pastry
34462,hygiene articles
34463,whipped/sour cream
34464,yogurt
34465,onions
34466,rolls/buns
34467,misc. beverages
34468,fruit/vegetable juice
34469,frozen vegetables
34470,yogurt
34471,cake bar
34472,rolls/buns
34473,pot plants
34474,rolls/buns
34475,UHT-milk
34476,herbs
34477,bottled water
34478,shopping bags
34479,whole milk
34480,whole milk
34481,pasta
34482,bottled beer
34483,shopping bags
34484,root vegetables
34485,rolls/buns
34486,whipped/sour cream
34487,sauces
34488,margarine
34489,whipped/sour cream
34490,frozen vegetables
34491,bottled water
34492,frozen vegetables
34493,pastry
34494,brown bread
34495,rolls/buns
34496,soda
34497,rolls/buns
34498,whipped/sour cream
34499,brown bread
34500,semi-finished bread
34501,white wine
34502,coffee
34503,frozen dessert
34504,whole milk
34505,chocolate marshmallow
34506,brandy
34507,curd cheese
34508,hygiene articles
34509,newspapers
34510,other vegetables
34511,processed cheese
34512,oil
34513,butter
34514,whole milk
34515,soda
34516,frozen vegetables
34517,detergent
34518,whipped/sour cream
34519,butter
34520,domestic eggs
34521,newspapers
34522,chewing gum
34523,snack products
34524,soda
34525,napkins
34526,onions
34527,shopping bags
34528,chocolate
34529,other vegetables
34530,dish cleaner
34531,ice cream
34532,frozen vegetables
34533,bottled water
34534,curd
34535,bottled water
34536,domestic eggs
34537,cake bar
34538,soft cheese
34539,rolls/buns
34540,mayonnaise
34541,sugar
34542,shopping bags
34543,bottled water
34544,newspapers
34545,frozen vegetables
34546,candy
34547,Instant food products
34548,mustard
34549,whole milk
34550,bottled water
34551,condensed milk
34552,bottled water
34553,pastry
34554,pastry
34555,other vegetables
34556,yogurt
34557,soda
34558,butter
34559,other vegetables
34560,rolls/buns
34561,UHT-milk
34562,yogurt
34563,chewing gum
34564,whole milk
34565,frozen fish
34566,white bread
34567,other vegetables
34568,yogurt
34569,yogurt
34570,other vegetables
34571,root vegetables
34572,curd
34573,long life bakery product
34574,whole milk
34575,brown bread
34576,rolls/buns
34577,yogurt
34578,butter
34579,salty snack
34580,roll products 
34581,dishes
34582,fruit/vegetable juice
34583,specialty chocolate
34584,cream cheese 
34585,sliced cheese
34586,oil
34587,detergent
34588,white bread
34589,other vegetables
34590,whole milk
34591,frozen meals
34592,shopping bags
34593,yogurt
34594,bottled water
34595,pastry
34596,yogurt
34597,popcorn
34598,sliced cheese
34599,curd
34600,margarine
34601,napkins
34602,domestic eggs
34603,bottled beer
34604,liquor
34605,whole milk
34606,other vegetables
34607,canned vegetables
34608,chocolate
34609,bottled beer
34610,whole milk
34611,chocolate
34612,whipped/sour cream
34613,root vegetables
34614,chocolate
34615,specialty chocolate
34616,canned fruit
34617,soda
34618,rolls/buns
34619,salty snack
34620,rolls/buns
34621,sliced cheese
34622,pastry
34623,newspapers
34624,soda
34625,whole milk
34626,pastry
34627,other vegetables
34628,beverages
34629,other vegetables
34630,fruit/vegetable juice
34631,misc. beverages
34632,chewing gum
34633,canned fish
34634,yogurt
34635,other vegetables
34636,newspapers
34637,long life bakery product
34638,cling film/bags
34639,coffee
34640,misc. beverages
34641,cling film/bags
34642,bottled water
34643,baking powder
34644,root vegetables
34645,pastry
34646,pickled vegetables
34647,brown bread
34648,napkins
34649,curd
34650,yogurt
34651,rolls/buns
34652,cat food
34653,cake bar
34654,berries
34655,whipped/sour cream
34656,other vegetables
34657,mayonnaise
34658,cat food
34659,butter milk
34660,pip fruit
34661,semi-finished bread
34662,margarine
34663,soda
34664,long life bakery product
34665,waffles
34666,oil
34667,whole milk
34668,canned vegetables
34669,rolls/buns
34670,frozen fish
34671,curd
34672,sweet spreads
34673,waffles
34674,pastry
34675,cling film/bags
34676,long life bakery product
34677,flour
34678,salty snack
34679,domestic eggs
34680,rum
34681,long life bakery product
34682,specialty chocolate
34683,pudding powder
34684,oil
34685,newspapers
34686,waffles
34687,butter
34688,sugar
34689,salty snack
34690,root vegetables
34691,onions
34692,newspapers
34693,other vegetables
34694,whole milk
34695,margarine
34696,coffee
34697,butter milk
34698,coffee
34699,dessert
34700,bottled beer
34701,dog food
34702,cream cheese 
34703,pastry
34704,whole milk
34705,fruit/vegetable juice
34706,soft cheese
34707,bottled water
34708,popcorn
34709,yogurt
34710,soft cheese
34711,rolls/buns
34712,red/blush wine
34713,roll products 
34714,male cosmetics
34715,misc. beverages
34716,sliced cheese
34717,other vegetables
34718,sugar
34719,tropical fruit
34720,dishes
34721,yogurt
34722,rolls/buns
34723,curd
34724,brown bread
34725,coffee
34726,rolls/buns
34727,domestic eggs
34728,long life bakery product
34729,frozen vegetables
34730,newspapers
34731,condensed milk
34732,oil
34733,frozen vegetables
34734,other vegetables
34735,ice cream
34736,canned beer
34737,rolls/buns
34738,margarine
34739,soda
34740,pastry
34741,mustard
34742,other vegetables
34743,bottled beer
34744,shopping bags
34745,cake bar
34746,whole milk
34747,napkins
34748,cocoa drinks
34749,soda
34750,flour
34751,napkins
34752,soda
34753,fruit/vegetable juice
34754,white wine
34755,whole milk
34756,rolls/buns
34757,pasta
34758,white wine
34759,candy
34760,rolls/buns
34761,fruit/vegetable juice
34762,whipped/sour cream
34763,margarine
34764,soda
34765,long life bakery product
34766,brown bread
34767,rolls/buns
34768,soda
34769,canned fish
34770,shopping bags
34771,chocolate
34772,chewing gum
34773,seasonal products
34774,detergent
34775,shopping bags
34776,chocolate
34777,cling film/bags
34778,frozen meals
34779,specialty bar
34780,beverages
34781,butter
34782,whipped/sour cream
34783,waffles
34784,frozen vegetables
34785,frozen meals
34786,curd
34787,fruit/vegetable juice
34788,napkins
34789,kitchen towels
34790,bottled water
34791,white wine
34792,bottled water
34793,brown bread
34794,newspapers
34795,bottled beer
34796,other vegetables
34797,brown bread
34798,white bread
34799,Instant food products
34800,newspapers
34801,pet care
34802,processed cheese
34803,onions
34804,curd
34805,cake bar
34806,shopping bags
34807,pastry
34808,rolls/buns
34809,pet care
34810,pasta
34811,ready soups
34812,liquor
34813,pickled vegetables
34814,whipped/sour cream
34815,domestic eggs
34816,soda
34817,shopping bags
34818,cat food
34819,sugar
34820,white bread
34821,rolls/buns
34822,baking powder
34823,whole milk
34824,pet care
34825,shopping bags
34826,detergent
34827,brown bread
34828,brown bread
34829,cleaner
34830,butter milk
34831,coffee
34832,sugar
34833,coffee
34834,vinegar
34835,brown bread
34836,butter milk
34837,waffles
34838,beverages
34839,napkins
34840,specialty chocolate
34841,Instant food products
34842,canned vegetables
34843,whipped/sour cream
34844,cream cheese 
34845,rolls/buns
34846,frozen vegetables
34847,rolls/buns
34848,waffles
34849,cat food
34850,curd cheese
34851,cream cheese 
34852,oil
34853,waffles
34854,pastry
34855,napkins
34856,red/blush wine
34857,butter
34858,other vegetables
34859,yogurt
34860,oil
34861,soda
34862,mayonnaise
34863,sliced cheese
34864,domestic eggs
34865,newspapers
34866,fruit/vegetable juice
34867,yogurt
34868,coffee
34869,margarine
34870,UHT-milk
34871,cream cheese 
34872,shopping bags
34873,rolls/buns
34874,fruit/vegetable juice
34875,soda
34876,grapes
34877,frozen dessert
34878,flour
34879,sweet spreads
34880,napkins
34881,soda
34882,pastry
34883,soda
34884,hard cheese
34885,semi-finished bread
34886,napkins
34887,detergent
34888,pickled vegetables
34889,flower (seeds)
34890,specialty chocolate
34891,margarine
34892,candles
34893,detergent
34894,rice
34895,red/blush wine
34896,butter
34897,soda
34898,softener
34899,cling film/bags
34900,pickled vegetables
34901,red/blush wine
34902,dishes
34903,male cosmetics
34904,hard cheese
34905,newspapers
34906,frozen vegetables
34907,candles
34908,frozen vegetables
34909,fruit/vegetable juice
34910,chocolate
34911,whole milk
34912,shopping bags
34913,brown bread
34914,whipped/sour cream
34915,tea
34916,beverages
34917,house keeping products
34918,rolls/buns
34919,frozen dessert
34920,newspapers
34921,red/blush wine
34922,butter
34923,rolls/buns
34924,rolls/buns
34925,spices
34926,sugar
34927,flour
34928,domestic eggs
34929,pastry
34930,whipped/sour cream
34931,rolls/buns
34932,sugar
34933,mustard
34934,canned beer
34935,specialty cheese
34936,soda
34937,soft cheese
34938,candy
34939,dishes
34940,roll products 
34941,misc. beverages
34942,fruit/vegetable juice
34943,specialty bar
34944,cake bar
34945,white bread
34946,napkins
34947,curd cheese
34948,coffee
34949,waffles
34950,specialty fat
34951,shopping bags
34952,shopping bags
34953,coffee
34954,newspapers
34955,hygiene articles
34956,soda
34957,margarine
34958,brandy
34959,soda
34960,rolls/buns
34961,specialty bar
34962,rolls/buns
34963,rice
34964,rolls/buns
34965,rum
34966,whipped/sour cream
34967,flour
34968,soda
34969,house keeping products
34970,frozen fish
34971,hygiene articles
34972,salty snack
34973,coffee
34974,domestic eggs
34975,soda
34976,kitchen towels
34977,whipped/sour cream
34978,margarine
34979,frozen meals
34980,butter
34981,rolls/buns
34982,sugar
34983,soda
34984,bottled beer
34985,specialty bar
34986,whole milk
34987,newspapers
34988,rolls/buns
34989,kitchen towels
34990,whipped/sour cream
34991,semi-finished bread
34992,canned fish
34993,rolls/buns
34994,roll products 
34995,fruit/vegetable juice
34996,long life bakery product
34997,abrasive cleaner
34998,waffles
34999,bottled water
35000,canned beer
35001,fruit/vegetable juice
35002,shopping bags
35003,coffee
35004,coffee
35005,shopping bags
35006,vinegar
35007,frozen dessert
35008,newspapers
35009,hygiene articles
35010,shopping bags
35011,red/blush wine
35012,hygiene articles
35013,candy
35014,shopping bags
35015,bottled water
35016,rolls/buns
35017,margarine
35018,butter milk
35019,hygiene articles
35020,packaged fruit/vegetables
35021,seasonal products
35022,ice cream
35023,curd
35024,bottled water
35025,margarine
35026,canned fruit
35027,butter
35028,frozen vegetables
35029,hygiene articles
35030,long life bakery product
35031,whipped/sour cream
35032,mustard
35033,hygiene articles
35034,hard cheese
35035,margarine
35036,soft cheese
35037,chocolate
35038,frozen vegetables
35039,pasta
35040,shopping bags
35041,flour
35042,rolls/buns
35043,spread cheese
35044,instant coffee
35045,whipped/sour cream
35046,artif. sweetener
35047,dishes
35048,butter
35049,shopping bags
35050,domestic eggs
35051,other vegetables
35052,yogurt
35053,dessert
35054,beverages
35055,newspapers
35056,brandy
35057,whole milk
35058,soda
35059,dishes
35060,newspapers
35061,bottled beer
35062,shopping bags
35063,spread cheese
35064,popcorn
35065,misc. beverages
35066,dish cleaner
35067,white bread
35068,canned beer
35069,soda
35070,shopping bags
35071,pastry
35072,rice
35073,coffee
35074,newspapers
35075,shopping bags
35076,dessert
35077,chewing gum
35078,coffee
35079,canned vegetables
35080,pastry
35081,white bread
35082,fruit/vegetable juice
35083,whipped/sour cream
35084,yogurt
35085,bottled beer
35086,chocolate
35087,domestic eggs
35088,cream cheese 
35089,detergent
35090,butter
35091,margarine
35092,baking powder
35093,rolls/buns
35094,cream
35095,pot plants
35096,butter milk
35097,curd
35098,salty snack
35099,cat food
35100,newspapers
35101,dishes
35102,domestic eggs
35103,yogurt
35104,candy
35105,fruit/vegetable juice
35106,frozen vegetables
35107,whole milk
35108,white bread
35109,beverages
35110,misc. beverages
35111,rolls/buns
35112,long life bakery product
35113,pastry
35114,pickled vegetables
35115,sauces
35116,sugar
35117,hard cheese
35118,domestic eggs
35119,brown bread
35120,curd
35121,shopping bags
35122,margarine
35123,liquor (appetizer)
35124,yogurt
35125,soups
35126,shopping bags
35127,soda
35128,butter
35129,rolls/buns
35130,specialty chocolate
35131,instant coffee
35132,domestic eggs
35133,whole milk
35134,waffles
35135,salty snack
35136,newspapers
35137,sugar
35138,salty snack
35139,flower (seeds)
35140,yogurt
35141,pastry
35142,domestic eggs
35143,oil
35144,canned beer
35145,syrup
35146,canned beer
35147,flour
35148,white bread
35149,flour
35150,softener
35151,rolls/buns
35152,whipped/sour cream
35153,margarine
35154,sugar
35155,frozen fish
35156,citrus fruit
35157,white bread
35158,soda
35159,butter
35160,cat food
35161,pastry
35162,soda
35163,whole milk
35164,shopping bags
35165,frozen vegetables
35166,dog food
35167,dessert
35168,flower (seeds)
35169,male cosmetics
35170,margarine
35171,baking powder
35172,processed cheese
35173,onions
35174,white bread
35175,sugar
35176,softener
35177,rolls/buns
35178,shopping bags
35179,shopping bags
35180,chocolate
35181,soda
35182,butter
35183,rolls/buns
35184,salt
35185,soups
35186,hard cheese
35187,misc. beverages
35188,whipped/sour cream
35189,shopping bags
35190,domestic eggs
35191,newspapers
35192,hygiene articles
35193,frozen meals
35194,rolls/buns
35195,whole milk
35196,fruit/vegetable juice
35197,yogurt
35198,dish cleaner
35199,cream cheese 
35200,whole milk
35201,pastry
35202,whole milk
35203,whipped/sour cream
35204,soda
35205,light bulbs
35206,domestic eggs
35207,fruit/vegetable juice
35208,instant coffee
35209,oil
35210,cream cheese 
35211,sugar
35212,chewing gum
35213,chocolate
35214,shopping bags
35215,female sanitary products
35216,frozen meals
35217,chocolate
35218,pastry
35219,roll products 
35220,whipped/sour cream
35221,sugar
35222,chocolate
35223,meat spreads
35224,brown bread
35225,decalcifier
35226,rolls/buns
35227,rolls/buns
35228,newspapers
35229,other vegetables
35230,detergent
35231,margarine
35232,cat food
35233,sugar
35234,newspapers
35235,baking powder
35236,napkins
35237,soda
35238,margarine
35239,long life bakery product
35240,bottled beer
35241,sugar
35242,pastry
35243,rolls/buns
35244,frozen meals
35245,sugar
35246,salty snack
35247,frozen vegetables
35248,domestic eggs
35249,margarine
35250,candles
35251,white bread
35252,margarine
35253,ketchup
35254,shopping bags
35255,brown bread
35256,rolls/buns
35257,detergent
35258,brown bread
35259,bottled water
35260,domestic eggs
35261,brown bread
35262,waffles
35263,hard cheese
35264,flour
35265,soda
35266,dessert
35267,rolls/buns
35268,soda
35269,yogurt
35270,napkins
35271,butter
35272,domestic eggs
35273,rolls/buns
35274,sauces
35275,herbs
35276,brown bread
35277,sweet spreads
35278,pasta
35279,pastry
35280,misc. beverages
35281,domestic eggs
35282,coffee
35283,long life bakery product
35284,canned beer
35285,napkins
35286,snack products
35287,misc. beverages
35288,flour
35289,pickled vegetables
35290,margarine
35291,rolls/buns
35292,candy
35293,yogurt
35294,sliced cheese
35295,soda
35296,pasta
35297,specialty chocolate
35298,UHT-milk
35299,soda
35300,processed cheese
35301,root vegetables
35302,whole milk
35303,yogurt
35304,softener
35305,coffee
35306,cereals
35307,hard cheese
35308,dessert
35309,coffee
35310,napkins
35311,grapes
35312,waffles
35313,soda
35314,frozen meals
35315,domestic eggs
35316,chewing gum
35317,long life bakery product
35318,domestic eggs
35319,pickled vegetables
35320,soda
35321,cream cheese 
35322,candy
35323,pet care
35324,salty snack
35325,oil
35326,yogurt
35327,yogurt
35328,candy
35329,misc. beverages
35330,popcorn
35331,coffee
35332,canned vegetables
35333,rolls/buns
35334,syrup
35335,hard cheese
35336,whipped/sour cream
35337,newspapers
35338,pastry
35339,shopping bags
35340,oil
35341,shopping bags
35342,white wine
35343,chewing gum
35344,cake bar
35345,napkins
35346,fruit/vegetable juice
35347,bottled water
35348,brown bread
35349,sliced cheese
35350,shopping bags
35351,fruit/vegetable juice
35352,candy
35353,nut snack
35354,shopping bags
35355,rolls/buns
35356,house keeping products
35357,waffles
35358,soda
35359,brown bread
35360,waffles
35361,chocolate
35362,dishes
35363,bottled water
35364,margarine
35365,specialty bar
35366,margarine
35367,margarine
35368,sliced cheese
35369,jam
35370,rolls/buns
35371,bottled water
35372,cat food
35373,curd
35374,red/blush wine
35375,margarine
35376,newspapers
35377,other vegetables
35378,napkins
35379,long life bakery product
35380,bottled beer
35381,napkins
35382,chewing gum
35383,candy
35384,bottled water
35385,shopping bags
35386,sweet spreads
35387,chewing gum
35388,waffles
35389,curd cheese
35390,specialty vegetables
35391,canned beer
35392,canned fish
35393,waffles
35394,shopping bags
35395,shopping bags
35396,flower (seeds)
35397,margarine
35398,specialty chocolate
35399,soda
35400,candy
35401,dental care
35402,candy
35403,rolls/buns
35404,coffee
35405,whisky
35406,dishes
35407,rolls/buns
35408,frozen vegetables
35409,bottled water
35410,candy
35411,brown bread
35412,salty snack
35413,margarine
35414,misc. beverages
35415,sparkling wine
35416,newspapers
35417,canned vegetables
35418,domestic eggs
35419,fruit/vegetable juice
35420,red/blush wine
35421,Instant food products
35422,whipped/sour cream
35423,hygiene articles
35424,fruit/vegetable juice
35425,flour
35426,frozen meals
35427,curd
35428,soda
35429,soda
35430,bottled water
35431,dishes
35432,domestic eggs
35433,newspapers
35434,napkins
35435,cat food
35436,semi-finished bread
35437,pastry
35438,sugar
35439,brown bread
35440,spread cheese
35441,shopping bags
35442,curd
35443,margarine
35444,shopping bags
35445,pickled vegetables
35446,chocolate
35447,coffee
35448,yogurt
35449,yogurt
35450,chocolate
35451,soda
35452,domestic eggs
35453,cream cheese 
35454,long life bakery product
35455,waffles
35456,artif. sweetener
35457,fruit/vegetable juice
35458,butter
35459,hard cheese
35460,coffee
35461,rolls/buns
35462,domestic eggs
35463,bottled beer
35464,detergent
35465,bottled beer
35466,soda
35467,soda
35468,margarine
35469,other vegetables
35470,salty snack
35471,soda
35472,bottled water
35473,shopping bags
35474,napkins
35475,flower (seeds)
35476,soda
35477,spices
35478,whole milk
35479,shopping bags
35480,chocolate
35481,rum
35482,rolls/buns
35483,yogurt
35484,rolls/buns
35485,margarine
35486,butter
35487,shopping bags
35488,candy
35489,dishes
35490,chocolate
35491,newspapers
35492,soda
35493,other vegetables
35494,dessert
35495,whipped/sour cream
35496,newspapers
35497,rolls/buns
35498,potato products
35499,roll products 
35500,detergent
35501,fruit/vegetable juice
35502,domestic eggs
35503,salt
35504,specialty cheese
35505,red/blush wine
35506,margarine
35507,photo/film
35508,specialty chocolate
35509,shopping bags
35510,curd
35511,soda
35512,rice
35513,waffles
35514,seasonal products
35515,frozen vegetables
35516,dental care
35517,female sanitary products
35518,frozen fish
35519,specialty vegetables
35520,frozen meals
35521,frozen fish
35522,whole milk
35523,napkins
35524,butter
35525,dental care
35526,butter milk
35527,frozen vegetables
35528,specialty chocolate
35529,margarine
35530,frozen fish
35531,long life bakery product
35532,whole milk
35533,long life bakery product
35534,spices
35535,domestic eggs
35536,cream cheese 
35537,napkins
35538,dishes
35539,bottled beer
35540,sliced cheese
35541,softener
35542,cream cheese 
35543,frozen vegetables
35544,whipped/sour cream
35545,pastry
35546,shopping bags
35547,candles
35548,newspapers
35549,processed cheese
35550,brandy
35551,semi-finished bread
35552,other vegetables
35553,soda
35554,soups
35555,whipped/sour cream
35556,pastry
35557,salty snack
35558,sugar
35559,hard cheese
35560,bottled water
35561,instant coffee
35562,soda
35563,shopping bags
35564,margarine
35565,vinegar
35566,liquor (appetizer)
35567,seasonal products
35568,tea
35569,shopping bags
35570,coffee
35571,curd
35572,bottled beer
35573,UHT-milk
35574,pastry
35575,pasta
35576,cake bar
35577,mayonnaise
35578,frozen vegetables
35579,butter milk
35580,specialty chocolate
35581,baking powder
35582,newspapers
35583,newspapers
35584,margarine
35585,canned fish
35586,pot plants
35587,waffles
35588,abrasive cleaner
35589,yogurt
35590,butter milk
35591,whole milk
35592,specialty chocolate
35593,cream cheese 
35594,domestic eggs
35595,bottled water
35596,shopping bags
35597,yogurt
35598,newspapers
35599,frozen potato products
35600,newspapers
35601,baking powder
35602,ketchup
35603,shopping bags
35604,butter
35605,flour
35606,dish cleaner
35607,hard cheese
35608,soda
35609,curd cheese
35610,flour
35611,red/blush wine
35612,rolls/buns
35613,butter
35614,liqueur
35615,waffles
35616,fruit/vegetable juice
35617,frozen vegetables
35618,napkins
35619,oil
35620,salty snack
35621,shopping bags
35622,soda
35623,bottled beer
35624,domestic eggs
35625,waffles
35626,processed cheese
35627,candles
35628,cereals
35629,pickled vegetables
35630,whipped/sour cream
35631,bottled beer
35632,soda
35633,frozen meals
35634,soda
35635,soda
35636,napkins
35637,oil
35638,seasonal products
35639,decalcifier
35640,pastry
35641,dishes
35642,red/blush wine
35643,cat food
35644,frozen vegetables
35645,whole milk
35646,long life bakery product
35647,sliced cheese
35648,red/blush wine
35649,bottled water
35650,sparkling wine
35651,candy
35652,white bread
35653,Instant food products
35654,napkins
35655,cat food
35656,dish cleaner
35657,shopping bags
35658,shopping bags
35659,whole milk
35660,popcorn
35661,specialty cheese
35662,roll products 
35663,flower (seeds)
35664,domestic eggs
35665,photo/film
35666,chocolate
35667,long life bakery product
35668,waffles
35669,dog food
35670,soda
35671,rolls/buns
35672,canned vegetables
35673,bottled water
35674,specialty chocolate
35675,domestic eggs
35676,bottled water
35677,waffles
35678,frozen meals
35679,curd
35680,shopping bags
35681,white bread
35682,shopping bags
35683,shopping bags
35684,waffles
35685,yogurt
35686,whole milk
35687,soda
35688,frozen vegetables
35689,waffles
35690,semi-finished bread
35691,long life bakery product
35692,pastry
35693,cat food
35694,specialty bar
35695,pickled vegetables
35696,newspapers
35697,dog food
35698,chocolate
35699,soft cheese
35700,hygiene articles
35701,soda
35702,kitchen towels
35703,pastry
35704,rolls/buns
35705,soda
35706,other vegetables
35707,fruit/vegetable juice
35708,other vegetables
35709,domestic eggs
35710,decalcifier
35711,fruit/vegetable juice
35712,dog food
35713,bottled beer
35714,salty snack
35715,soda
35716,napkins
35717,house keeping products
35718,bottled water
35719,napkins
35720,cat food
35721,misc. beverages
35722,chocolate
35723,meat spreads
35724,pasta
35725,sugar
35726,waffles
35727,cleaner
35728,whipped/sour cream
35729,hygiene articles
35730,shopping bags
35731,prosecco
35732,brown bread
35733,brown bread
35734,pickled vegetables
35735,cereals
35736,domestic eggs
35737,waffles
35738,honey
35739,candles
35740,bottled water
35741,frozen vegetables
35742,domestic eggs
35743,pot plants
35744,whipped/sour cream
35745,rolls/buns
35746,soda
35747,frozen vegetables
35748,soda
35749,other vegetables
35750,soft cheese
35751,butter milk
35752,baking powder
35753,frozen dessert
35754,bottled water
35755,specialty cheese
35756,flower (seeds)
35757,detergent
35758,butter
35759,pastry
35760,coffee
35761,dish cleaner
35762,kitchen towels
35763,meat spreads
35764,liquor (appetizer)
35765,specialty fat
35766,processed cheese
35767,chewing gum
35768,mustard
35769,snack products
35770,cake bar
35771,newspapers
35772,rum
35773,curd
35774,flour
35775,soda
35776,coffee
35777,whole milk
35778,semi-finished bread
35779,pastry
35780,margarine
35781,bottled water
35782,soda
35783,hygiene articles
35784,soft cheese
35785,cream cheese 
35786,softener
35787,bottled beer
35788,curd
35789,soda
35790,waffles
35791,semi-finished bread
35792,bottled beer
35793,abrasive cleaner
35794,frozen vegetables
35795,pastry
35796,soft cheese
35797,soda
35798,cat food
35799,flower (seeds)
35800,salty snack
35801,whipped/sour cream
35802,pastry
35803,frozen dessert
35804,newspapers
35805,whipped/sour cream
35806,pasta
35807,frozen dessert
35808,spices
35809,semi-finished bread
35810,shopping bags
35811,frozen vegetables
35812,rolls/buns
35813,brown bread
35814,newspapers
35815,pot plants
35816,waffles
35817,whipped/sour cream
35818,butter
35819,whipped/sour cream
35820,soda
35821,soda
35822,margarine
35823,domestic eggs
35824,canned beer
35825,coffee
35826,shopping bags
35827,soda
35828,oil
35829,dishes
35830,sliced cheese
35831,hygiene articles
35832,chocolate
35833,cream cheese 
35834,bottled beer
35835,misc. beverages
35836,shopping bags
35837,semi-finished bread
35838,root vegetables
35839,fruit/vegetable juice
35840,cereals
35841,bottled water
35842,bottled water
35843,frozen vegetables
35844,artif. sweetener
35845,bottled beer
35846,candy
35847,white bread
35848,root vegetables
35849,brown bread
35850,pasta
35851,bottled beer
35852,berries
35853,ready soups
35854,shopping bags
35855,shopping bags
35856,pastry
35857,domestic eggs
35858,sugar
35859,waffles
35860,salty snack
35861,butter milk
35862,whole milk
35863,roll products 
35864,zwieback
35865,nut snack
35866,baking powder
35867,other vegetables
35868,bottled water
35869,candles
35870,soda
35871,soft cheese
35872,margarine
35873,yogurt
35874,frozen meals
35875,chocolate
35876,flour
35877,candy
35878,salt
35879,candy
35880,dishes
35881,hygiene articles
35882,hard cheese
35883,fruit/vegetable juice
35884,newspapers
35885,chocolate
35886,pastry
35887,sweet spreads
35888,rolls/buns
35889,canned vegetables
35890,chocolate
35891,brown bread
35892,flour
35893,domestic eggs
35894,whole milk
35895,white bread
35896,yogurt
35897,soda
35898,sliced cheese
35899,canned beer
35900,detergent
35901,newspapers
35902,napkins
35903,curd
35904,sugar
35905,flower (seeds)
35906,other vegetables
35907,salty snack
35908,ice cream
35909,newspapers
35910,rolls/buns
35911,meat spreads
35912,rolls/buns
35913,rolls/buns
35914,ice cream
35915,fruit/vegetable juice
35916,dish cleaner
35917,margarine
35918,yogurt
35919,margarine
35920,rice
35921,oil
35922,detergent
35923,waffles
35924,domestic eggs
35925,yogurt
35926,packaged fruit/vegetables
35927,canned beer
35928,other vegetables
35929,white wine
35930,whipped/sour cream
35931,chocolate
35932,root vegetables
35933,napkins
35934,red/blush wine
35935,pot plants
35936,chocolate
35937,dental care
35938,margarine
35939,specialty vegetables
35940,cream cheese 
35941,rolls/buns
35942,UHT-milk
35943,shopping bags
35944,soft cheese
35945,domestic eggs
35946,salty snack
35947,organic products
35948,newspapers
35949,bottled beer
35950,pasta
35951,cream cheese 
35952,pot plants
35953,white bread
35954,specialty chocolate
35955,pasta
35956,pasta
35957,brown bread
35958,salty snack
35959,yogurt
35960,salty snack
35961,whole milk
35962,soda
35963,whipped/sour cream
35964,pasta
35965,pudding powder
35966,chocolate
35967,chocolate
35968,hard cheese
35969,frozen vegetables
35970,cat food
35971,bottled beer
35972,chewing gum
35973,salty snack
35974,potato products
35975,bottled beer
35976,cream
35977,bottled water
35978,domestic eggs
35979,detergent
35980,bottled beer
35981,artif. sweetener
35982,other vegetables
35983,napkins
35984,dishes
35985,soda
35986,chocolate
35987,softener
35988,chocolate
35989,Instant food products
35990,frozen fruits
35991,rolls/buns
35992,pastry
35993,rolls/buns
35994,soda
35995,fruit/vegetable juice
35996,pastry
35997,soda
35998,soda
35999,bottled water
36000,bottled beer
36001,rolls/buns
36002,whole milk
36003,white bread
36004,domestic eggs
36005,soda
36006,soda
36007,seasonal products
36008,sugar
36009,frozen vegetables
36010,softener
36011,cake bar
36012,fruit/vegetable juice
36013,hygiene articles
36014,cream cheese 
36015,newspapers
36016,fruit/vegetable juice
36017,flower (seeds)
36018,whipped/sour cream
36019,canned fish
36020,margarine
36021,house keeping products
36022,coffee
36023,spices
36024,white wine
36025,baking powder
36026,napkins
36027,popcorn
36028,pickled vegetables
36029,chocolate
36030,waffles
36031,candles
36032,long life bakery product
36033,cake bar
36034,semi-finished bread
36035,napkins
36036,shopping bags
36037,sweet spreads
36038,brown bread
36039,white wine
36040,chocolate
36041,fruit/vegetable juice
36042,spread cheese
36043,shopping bags
36044,candy
36045,chewing gum
36046,bottled water
36047,yogurt
36048,canned beer
36049,detergent
36050,hygiene articles
36051,yogurt
36052,nut snack
36053,hard cheese
36054,napkins
36055,fruit/vegetable juice
36056,butter milk
36057,newspapers
36058,spices
36059,canned beer
36060,popcorn
36061,oil
36062,shopping bags
36063,napkins
36064,fruit/vegetable juice
36065,newspapers
36066,yogurt
36067,long life bakery product
36068,chewing gum
36069,candy
36070,white bread
36071,rolls/buns
36072,popcorn
36073,canned fish
36074,sugar
